CHR,GAIN,AMPLI,LOSS,LOH
17p,8.43,0,83.29,16.38
18p,0,0,0,0
19p,100,0,0,0
20p,60.37,0,0,39.63
21p,0,0,85.12,0
Yp,0,0,0,0
Xp,9.77,0,4.3,0
1q,79.05,0,0.62,0
2q,100,0,0,1.85
3q,100,0,0,0
4q,18.3,0,0.24,79.93
5q,98.45,0,0,0
6q,100,0,0,3.16
7q,30.09,0,8.05,5.77
8q,4.75,0,0,0
9q,99.98,0,0,0
10q,22.84,0,0,0
11q,98.76,0,0,0
12q,100,0,0,0
13q,0,0,0,0
14q,0,0,0.44,2.9
15q,99.79,0,0,55.96
16q,100,0,0,0
17q,100,0,0,0
18q,1.23,0,72.53,25.47
19q,82.26,0,0,0
20q,9.36,0,0,0
21q,10.74,0,28.27,68.69
22q,0,0,68.96,31.25
Yq,0,0,0,0
Xq,99.69,0,0,0
1p,85.49,0,0,0
2p,100,0,0,0
3p,0,0,0,100
4p,0,0,0,100
5p,44.14,0,0,57.83
6p,99.69,0,0,0
7p,100,0,0,0
8p,0,0,4.3,99.57
9p,33.52,0,63.78,19.29
10p,19.68,0,0,0
11p,20.23,0,0,81.47
12p,99.7,0,0,0
16p,0,0,0,100
17p,0,0,0,99.89
18p,0,0,0,99.9
19p,1.47,0,0,100
20p,100,0,1.91,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,51.13,0,0,49.19
1q,100,0,0.77,0
2q,81.04,0,0,24.24
3q,100,0,0,0
4q,0,0,1.07,99.92
5q,0.46,0,23.58,76.72
6q,100,0,0,0
7q,71.81,0,16.63,83.18
8q,92.08,0,0,7.18
9q,82.96,0,0,96.12
10q,1.1,0,1.45,0
11q,41.77,0,0,35.7
12q,100,0,0,0
13q,30.84,0,0,70.39
14q,0,0,0,98.92
15q,0,0,0,96.65
16q,0,0,0,100
17q,27.3,0,0,0
18q,0,0,32.58,67.53
19q,99.4,0,0,0
20q,100,0,0,0
21q,0,0,15.76,100
22q,7.38,0,0,100
Yq,0,0,0,0
Xq,100,0,0,0
1p,0,0,100,0
2p,0,0,100,0
3p,0,0,100,0
4p,0,0,0,0
5p,2.74,0,0,0
6p,0,0,100,0
7p,0,0,0,0
8p,0,0,99.61,0
9p,0,0,100,0
10p,0,0,100,0
11p,0,0,98.37,0
12p,0,0,0,0
16p,0,0,6.82,0
17p,0,0,100,0
18p,0,0,100,0
19p,0,0,79.49,21.35
20p,0,0,1.28,0
21p,0,0,85.12,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,100,0
2q,0,0,100,0
3q,0,0,100,0
4q,0,0,0,0
5q,0,0,0,2
6q,0,0,100,0
7q,0,0,0,0
8q,100,0,0,0
9q,0,0,99.98,0
10q,0,0,100,0
11q,0,0,72.24,0
12q,0,0,0,0
13q,0,0,100,0
14q,0,0,98.92,0
15q,0.99,0,0,0
16q,0,0,0.8,0
17q,0,0,100,0
18q,0,0,99.99,0
19q,0,0,17.81,0
20q,0,0,0,0
21q,0,0,100,0
22q,0,0,1.62,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,87.81,0,0,99.93
2p,100,0,0,2.81
3p,87.44,0,0,3.33
4p,35.72,0,0,76.7
5p,0,0,0,0
6p,88.68,0,0,0
7p,100,0,0,87.68
8p,12.7,0,81.4,0
9p,0,0,0,0
10p,47.44,0,21.12,61.72
11p,99.41,0,0,100
12p,99.7,0,0,35.71
16p,100,0,0,100
17p,65.28,0,0,99.89
18p,100,0,0,0
19p,46.63,0,9.4,6.28
20p,100,0,0,0
21p,85.12,0,0,0
Yp,0,0,0,0
Xp,97.57,0,0,20.43
1q,3.47,0,0,2.39
2q,100,0,0,0
3q,97.68,0,0,0
4q,99.92,0,0.51,42.47
5q,0,0,3.05,0
6q,50.11,0,0,50.25
7q,100,0,0,82.36
8q,0,0,0,0
9q,99.98,0,0,0
10q,38.49,0,0.94,49.33
11q,94.68,0,0.96,88.88
12q,100,0,0,99.97
13q,0,0,0,3.04
14q,87.42,0,0,88.95
15q,3.56,0,0.64,4.13
16q,96.02,0,0,6.13
17q,100,0,0,41.82
18q,99.99,0,0,0
19q,99.97,0,0,0
20q,99.81,0,0,7.57
21q,100,0,0,100
22q,100,0,0,0
Yq,0,0,0,0
Xq,100,0,0,23.05
1p,0,0,0,0
2p,100,0,0,0
3p,50.16,0,24.22,25.11
4p,0,0,0,0
5p,93.25,0,0,0
6p,0,0,10.11,0
7p,100,0,0,0
8p,8.02,0,56.11,43.08
9p,0,0,0,82.95
10p,100,0,0,0
11p,76.05,0,4.68,0
12p,99.63,0,0,0
16p,0,0,0,100
17p,0,0,0,99.89
18p,0,0,52.65,0
19p,92.46,0,0,0
20p,0,0,12.52,87.4
21p,85.12,0,0,0
Yp,0,0,0,0
Xp,95.68,0,0.58,99.81
1q,93.15,0,0,0
2q,42.2,0,15.44,50.7
3q,4.52,0,0,0
4q,0,0,17.11,0
5q,33.47,0,66.52,0
6q,0,0,0,0
7q,33.07,0,7.33,0
8q,91.04,0,0,2.57
9q,92.4,0,0,0
10q,79.45,0,6.66,3.35
11q,30.33,0,18.04,49.09
12q,0,0,17.45,99.97
13q,92.49,0,0,17.93
14q,0,0,0,0
15q,99.48,0,0,0
16q,68.91,0,28.76,0
17q,100,0,0,13.83
18q,16.3,0,30.55,0
19q,99.97,0,0,0
20q,91.11,0,0,0
21q,100,0,0,0
22q,55.13,0,0,0
Yq,0,0,0,0
Xq,100,0,0,100
1p,0,0,0.87,0
2p,0,0,0,0
3p,0.6,0,0,3.18
4p,0,0,0,0
5p,0,0,0,0
6p,0,0,0,0
7p,100,0,0,4.8
8p,0,0,97.35,0
9p,0,0,70.19,0
10p,1.5,0,100,0
11p,0,0,0,6.85
12p,0,0,0,0
16p,0,0,0,10.26
17p,0,0,100,0
18p,0,0,0,0
19p,0,0,1.52,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,0.88,2.51
2q,0,0,0,0
3q,0,0,14.93,16.77
4q,0,0,0,0
5q,0,0,0,0
6q,0,0,0,0
7q,100,0,0,2.59
8q,0,0,98.74,0
9q,0,0,0,0
10q,0,0,100,0
11q,0.48,0,0,0
12q,0,0,0,7.13
13q,0,0,59.68,0
14q,0,0,0,0
15q,0,0,0,3.06
16q,0,0,0,5.81
17q,0,0,100,0
18q,0,0,0,0
19q,0,0,0,0
20q,0,0,0,0
21q,0,0,0,0
22q,0,0,90.79,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,0,0,100,0
2p,0,0,0,0
3p,0,0,0,0
4p,0,0,0,0
5p,0,0,0,5.96
6p,97.25,0,0,0
7p,0,0,0,0
8p,97.89,0,0,0
9p,1.83,0,0,0
10p,0,0,0,0
11p,0,0,0.95,0
12p,97.2,0,0,0
16p,0,0,0,9.45
17p,100,0,0,0
18p,0,0,100,0
19p,31.86,0,0,0
20p,100,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,97.45
1q,97.86,0,1.71,0
2q,0,0,0,2.17
3q,0,0,0,0
4q,0,0,0,0
5q,0,0,0,0
6q,0,0,0,0
7q,0,0,0,0
8q,100,0,0,0
9q,9.21,0,0,0
10q,0,0,0.74,3.32
11q,0,0,0,0
12q,98.35,0,0,0
13q,99.65,0,0,0
14q,0,0,0,98.92
15q,0,0,0,7.11
16q,0,0,0,0
17q,100,0,0,5.49
18q,0,0,99.99,0
19q,37.77,0,0,0
20q,100,0,0,0
21q,9.26,0,0,0
22q,0,0,20.55,0
Yq,0,0,0,0
Xq,11.52,0,0,100
1p,0,0,0,0
2p,0,0,0,0
3p,0,0,0,2.83
4p,0,0,0,0
5p,0,0,0,0
6p,0,0,0,0
7p,0,0,0,0
8p,0,0,0,0
9p,0,0,1.38,0
10p,0,0,0,0
11p,0,0,0,7.15
12p,0,0,0,0
16p,2.08,0,0,13.91
17p,0,0,0,0
18p,0,0,0,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,0,0
2q,0,0,0,0
3q,0,0,0,2.45
4q,0,0,0,0
5q,0,0,0,0
6q,0,0,0,0
7q,0,0,0,0
8q,0,0,0,0
9q,0,0,0,0
10q,0,0,0,0
11q,0,0,0,0
12q,0,0,0,0
13q,0,0,0,0
14q,0,0,0,0
15q,0,0,0,0
16q,0,0,0,0
17q,0,0,0,0
18q,0,0,0,0
19q,0,0,0,0
20q,0,0,0,0
21q,0,0,0,0
22q,0,0,0,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,0,0,0,0
2p,84.05,0,0,0
3p,0,0,0,100
4p,0,0,0,0
5p,99.94,0,0,0
6p,100,0,0,0
7p,0,0,0,0
8p,99.66,0,0,0
9p,0,0,0,0
10p,0,0,0,0
11p,0,0,0,0
12p,99.7,0,0,0
16p,0,0,0,0
17p,0,0,0,0
18p,0,0,0,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,15.24
1q,0,0,0,0
2q,0,0,0.95,2.43
3q,0,0,0,100
4q,0,0,0,0
5q,0,0,0,0
6q,0,0,98.14,0
7q,0,0,0,0
8q,100,0,0,0
9q,0,0,99.98,0
10q,0,0,0,0
11q,0,0,0,0
12q,100,0,0,0
13q,0,0,0,0
14q,0,0,0,0
15q,0,0,0,0
16q,0,0,0,0
17q,0,0,0,0
18q,0,0,0,0
19q,0,0,0,0
20q,0,0,0,0
21q,0,0,0,0
22q,0,0,0,0
Yq,0,0,0,0
Xq,0,0,0,4.6
1p,0,0,0,2.29
2p,0,0,2.57,4.71
3p,0,0,0,0
4p,0,0,0,0
5p,0,0,0,0
6p,0,0,0,0
7p,100,0,0,0
8p,0,0,0,0
9p,0,0,0,0
10p,0,0,100,0
11p,0,0,0,0
12p,0,0,6.79,0
16p,0,0,0,9.47
17p,0,0,0,0
18p,0,0,0,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,0,0
2q,0,0,0.23,0
3q,0,0,5.49,5.97
4q,0,0,0,0
5q,0,0,0,0
6q,0,0,0,0
7q,100,0,0,0
8q,0,0,0,4.36
9q,0,0,0,0
10q,0,0,100,0
11q,0,0,0,0
12q,0,0,19.67,0
13q,0,0,0,0
14q,0,0,0,0
15q,0,0,28.98,0
16q,0,0,0,6.7
17q,0,0,0,0
18q,0,0,0,0
19q,0,0,0,0
20q,0,0,0,0
21q,0,0,0,0
22q,0,0,0.89,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,0,0,0,0
2p,0,0,0,0
3p,0,0,0,0
4p,0,0,0,0
5p,0,0,0,5.98
6p,0,0,0,0
7p,0,0,0,0
8p,0,0,0,0
9p,0,0,0,0
10p,0,0,0,0
11p,0,0,0,5.08
12p,0,0,0,0
16p,0,0,0,7.79
17p,0,0,0,0
18p,0,0,0,0
19p,0,0,10.12,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,0,0
2q,0,0,0,0
3q,0,0,0,0
4q,0,0,0,0
5q,0,0,0,0
6q,0,0,0,0
7q,0,0,0,3.9
8q,9.22,0,0,0
9q,0,0,0,0
10q,0,0,0.46,0
11q,1.52,0,0,0
12q,5.86,0,0,5.63
13q,0,0,0,0
14q,0,0,0,0
15q,0,0,0,0
16q,0,0,0,0
17q,0,0,0,0
18q,0,0,0,0
19q,0,0,0,0
20q,0,0,0,0
21q,23.99,0,0,0
22q,0,0,0,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,0,0,78.42,2.4
2p,0,0,0,0
3p,0,0,0,0
4p,0,0,0,0
5p,0,0,3.84,5.96
6p,39.21,0,0,0
7p,0,0,0,0
8p,78.15,0,0,0
9p,0,0,0,0
10p,98.14,0,0,0
11p,0,0,0,0
12p,99.04,0,0,0
16p,0,0,0,9.45
17p,42.95,0,0,0
18p,0,0,72.09,0
19p,0,0,0,0
20p,18.13,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,97.45
1q,3.77,0,0,0
2q,0,0,0,2.3
3q,0,0,0,0
4q,0,0,0,0
5q,0,0,0,0
6q,100,0,0,0
7q,0,0,0,0
8q,96.62,0,0,0
9q,0,0,0,0
10q,0,0,0.35,0
11q,0,0,0,0
12q,0,0,1.92,0
13q,94.73,0,0,0
14q,0,0,0,97.98
15q,0,0,56.67,0
16q,0,0,0,0
17q,72.08,0,0,5.5
18q,0,0,35.46,0
19q,0,0,0,0
20q,6.28,0,0,0
21q,0,0,0,0
22q,0,0,0,0
Yq,0,0,0,0
Xq,0,0,0,100
1p,34.6,0,10.79,11.91
2p,0,0,0,0
3p,2.73,0,0,3.3
4p,0,0,95.84,97.22
5p,0,0,0,7.09
6p,0,0,0,0
7p,0,0,4.99,0
8p,2.03,0,76.34,73.26
9p,0,0,95.1,82.95
10p,0,0,0,0
11p,98.42,0,0.75,0
12p,0,0,0,0
16p,6.24,0,22.62,10.65
17p,0,0,84.41,90.49
18p,14.49,0,42.03,45.4
19p,0,0,40.14,11.52
20p,0,0,16.81,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,2.22,0,1.45,4.89
1q,100,0,0,0
2q,5.54,0,0.51,0
3q,0,0,0,0
4q,0,0,0,0
5q,0,0,0.52,0
6q,3.09,0,35.58,80.11
7q,0,0,11.86,7.28
8q,63.89,0,22.75,23.84
9q,0,0,44.85,41.95
10q,7.77,0,31.27,34.71
11q,1.16,0,85.3,86.1
12q,0,0,0,0
13q,0,0,100,100
14q,19,0,0,0
15q,3.08,0,0,0
16q,8.9,0,74.3,76.22
17q,0,0,0,0
18q,17.83,0,0.92,0
19q,0,0,11.54,0
20q,0,0,0,0
21q,13.14,0,0,0
22q,5.45,0,0,0
Yq,0,0,0,0
Xq,0,0,0,2.83
1p,0,0,99.93,0
2p,0,0,0,0
3p,0,0,100,0
4p,0,0,97.87,0
5p,0,0,0,0
6p,0,0,0,0
7p,0,0,0,0
8p,12.41,0,78.41,0
9p,0,0,95.1,0
10p,0,0,100,0
11p,0.75,0,0,0
12p,0,0,0,0
16p,0,0,0,0
17p,0,0,0,99.89
18p,31.21,0,0,0
19p,0,0,22.65,0
20p,0,0,8.93,18.34
21p,0,0,0,0
Yp,0,0,0,0
Xp,4.3,0,0,0
1q,13.72,0,0,8.3
2q,0,0,0,0
3q,100,0,0,0
4q,0,0,32.94,0
5q,0,0,100,0
6q,0,0,1.61,0
7q,0,0,0,0
8q,100,0,0,8.09
9q,0,0,3.53,96.12
10q,1.8,0,96.87,0
11q,16.35,0,74.38,0
12q,0,0,0,0
13q,0,0,0,100
14q,18.47,0,34.39,45.03
15q,15.87,0,33.33,3.24
16q,0,0,0,0
17q,4.82,0,0.65,0
18q,0,0,11.21,0
19q,0,0,0,0
20q,0,0,0,0
21q,0,0,0,0
22q,100,0,0,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,0,0,0,2.65
2p,0,0,0,0
3p,0,0,0,0
4p,0,0,0,0
5p,0,0,0,0
6p,0,0,0,0
7p,0,0,0,0
8p,41.22,0,0,0
9p,0,0,0,0
10p,0,0,0,0
11p,0,0,0,6.88
12p,0,0,0,0
16p,0,0,0,9.42
17p,2.13,0,0,12.22
18p,0,0,0,0
19p,0,0,0,0
20p,42.35,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,12.54
1q,0,0,0,5.83
2q,0,0,0,1.95
3q,48.27,0,33.94,0
4q,0,0,0,2.08
5q,0.78,0,0,2.37
6q,0,0,0,0
7q,24.41,0,0,0
8q,60.44,0,0,3.32
9q,0,0,6.01,0
10q,0,0,0,0
11q,81.69,0,0,0
12q,0,0,0,0
13q,0,0,0,0
14q,0,0,0,0
15q,0,0,0,0
16q,0,0,0,6.48
17q,3.09,0,0,9.06
18q,0,0,0,0
19q,0,0,0,0
20q,0,0,0,0
21q,0,0,0,0
22q,23.18,0,0,0
Yq,0,0,0,0
Xq,40.87,0,0,7.74
1p,0,0,0,0
2p,0.5,0,0,0
3p,0.39,0,0,0
4p,0,0,0,0
5p,0,0,0,0
6p,0,0,0,0
7p,95.82,0,0,0
8p,0,0,0,0
9p,0,0,90.71,0
10p,0,0,96.65,0
11p,0,0,0,7.06
12p,0,0,0,0
16p,1.27,0,0,0
17p,1.71,0,0,0
18p,0,0,0,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,0,3.6
2q,0,0,0,0
3q,0,0,0,0
4q,0,0,0,1.82
5q,0,0,0,2.52
6q,0,0,97.29,0
7q,100,0,0,3.9
8q,0,0,0,0
9q,0,0,0,0
10q,0,0,99.99,0
11q,0,0,0,0
12q,0,0,0,0
13q,0,0,0,0
14q,0,0,98.92,0
15q,0,0,54.86,0
16q,0,0,0,6.52
17q,0,0,0,5.21
18q,0,0,0,0
19q,0,0,0,0
20q,0,0,0,9.4
21q,1.84,0,0,0
22q,0,0,0,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,42.13,0,0,0
2p,94.12,0,0,0
3p,0,0,0,0
4p,0,0,0,7.76
5p,0,0,0,0
6p,0,0,0,0
7p,100,0,0,0
8p,0,0,99.61,0
9p,0,0,48.73,28.32
10p,36.59,0,0,0
11p,0,0,6.92,0
12p,45.24,0,0,19.78
16p,96.23,0,0,7.79
17p,41.64,0,0,0
18p,99.9,0,0,0
19p,48.77,0,35.42,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,87.83,0,0,0
2q,100,0,0,1.99
3q,0,0,0,0
4q,2.42,0,25.83,2.62
5q,76.36,0,0,0
6q,0,0,0,2.73
7q,24.81,0,0,0
8q,89.48,0,0,3.06
9q,0,0,0,13.22
10q,24.96,0,0,3.81
11q,0,0,0,14.95
12q,17.21,0,0,21.05
13q,48.78,0,0,0
14q,0,0,2.41,17.73
15q,0,0,0,4.03
16q,0,0,0,0
17q,0,0,0,0
18q,0,0,0,0
19q,0,0,7.61,23.91
20q,15.67,0,0,0
21q,25.27,0,0,17.35
22q,0,0,0,0
Yq,24.92,0,0,0
Xq,0,0,0,0
1p,0,0,8.32,0
2p,0,0,0,0
3p,0,0,0,0
4p,1.09,0,0,0
5p,0,0,0,0
6p,1.13,0,0,0
7p,0,0,1.19,0
8p,0,0,0,0
9p,0,0,0,0
10p,0,0,0,0
11p,0,0,0,0
12p,0,0,0,0
16p,0,0,0,10.98
17p,0,0,0,0
18p,0,0,0,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,10.25
1q,0,0,0,0
2q,0,0,0,0
3q,2.74,0,0,0
4q,0.31,0,0,2.25
5q,0,0,0,0
6q,0,0,0,0
7q,2.18,0,0,2.84
8q,0,0,0,0
9q,0,0,0,0
10q,0,0,0,0
11q,0,0,0,0
12q,0,0,0,0
13q,2.64,0,0,0
14q,0.6,0,0,3.19
15q,0,0,0,0
16q,0.91,0,0,0
17q,0,0,0,0
18q,0,0,0,0
19q,0,0,0,0
20q,0,0,0,0
21q,0,0,0,0
22q,0,0,0,0
Yq,0,0,0,0
Xq,0,0,0,8.48
1p,0,0,0,0
2p,0,0,0,0
3p,0,0,0,0
4p,0,0,0,0
5p,0.84,0,0,0
6p,0,0,0,0
7p,0,0,0,0
8p,0,0,0,0
9p,0,0,0,0
10p,0,0,0,0
11p,0,0,0,0
12p,0,0,0,0
16p,0,0,0,9.66
17p,14.19,0,84.83,0
18p,0,0,0,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,86.79,0,0,2.54
2q,0,0,0,0
3q,0,0,0,0
4q,0,0,0,0
5q,0,0,0,2.09
6q,0,0,0,0
7q,0,0,0,0
8q,0,0,0,2.71
9q,2.12,0,0,0
10q,0,0,0,2.96
11q,0,0,0,0
12q,0,0,0,0
13q,0,0,0,0
14q,0,0,0,0
15q,0,0,83.04,0
16q,12.31,0,0,5.85
17q,100,0,0,0
18q,0,0,0,0
19q,0,0,0,0
20q,0,0,0,0
21q,0,0,0,0
22q,0,0,0,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,0,0,0,99.93
2p,0,0,100,0
3p,33.48,0,0,3.88
4p,0,0,100,0
5p,99.94,0,0,0
6p,100,0,0,0
7p,0,0,99.76,0
8p,36.55,0,71.46,0
9p,0,0,90.05,0
10p,56.55,0,0,0
11p,0,0,100,0
12p,0,0,98.86,0
16p,21.37,0,50.89,0
17p,9.8,0,90.16,0
18p,94.46,0,0,0
19p,10.22,0,0,0
20p,0,0,0,100
21p,0,0,85.12,0
Yp,0,0,0,0
Xp,100,0,0,0
1q,0,0,0,94.42
2q,0,0,100,0
3q,100,0,0,0
4q,0,0,21.16,0
5q,99.91,0,0,27.37
6q,20.1,0,80.5,0
7q,0,0,97.24,0
8q,64.68,0,8.48,0
9q,0,0,99.98,0
10q,64.85,0,0,0
11q,0,0,100,0
12q,0,0,0,0
13q,0,0,100,0
14q,0,0,98.92,0
15q,55.33,0,0,0
16q,0,0,100,0
17q,100,0,1.9,0
18q,98.59,0,0,0
19q,16.58,0,0,0
20q,0,0,0,99.81
21q,0,0,100,0
22q,67.47,0,0,0
Yq,0,0,0,0
Xq,100,0,0,0
1p,0,0,0,0
2p,0,0,0,0
3p,0,0,0,3.78
4p,0,0,0,0
5p,0,0,0,0
6p,0,0,0,0
7p,0,0,0,0
8p,0,0,0,0
9p,0,0,0.66,0
10p,0,0,0,0
11p,0,0,0,0
12p,0,0,0,0
16p,0,0,0,0
17p,0,0,0,0
18p,0,0,0,0
19p,0,0,3.45,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0.88,0,0,0
2q,0,0,0,0
3q,98.36,0,0,0
4q,0,0,0,0
5q,0,0,0,0
6q,0,0,88.9,0
7q,0,0,0,0
8q,0.64,0,0,0
9q,0,0,0,0
10q,0.75,0,0,0
11q,0,0,0,0
12q,0,0,0,0
13q,0,0,0,0
14q,0,0,0.91,0
15q,0,0,0,0
16q,0,0,0,0
17q,0,0,0,0
18q,0,0,0,0
19q,0,0,0,0
20q,0,0,0,0
21q,0,0,0,0
22q,0,0,0,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,0,0,7.73,0
2p,4.74,0,0,0
3p,0,0,33.49,0
4p,0,0,0,0
5p,99.94,0,0,0
6p,0,0,17.02,100
7p,2.6,0,0,0
8p,0,0,0,0
9p,0,0,100,0
10p,0,0,0,0
11p,0,0,8.14,5.95
12p,91.48,0,0,0
16p,10.28,0,0,14.71
17p,0,0,100,0
18p,0,0,100,0
19p,41.61,0,37.52,0
20p,15.06,0,0,0
21p,0,0,85.12,0
Yp,0,0,0,0
Xp,0,0,100,0
1q,88.49,0,0,0
2q,0,0,0,0
3q,0,0,0,0
4q,0,0,0,6.64
5q,0.23,0,0,0
6q,0,0,3.23,100
7q,1.66,0,0,0
8q,0,0,0,0
9q,0,0,99.98,0
10q,1.17,0,0.74,0
11q,82.52,0,0,0
12q,8.52,0,0.38,0
13q,0,0,0,0
14q,0.4,0,0.48,0
15q,0,0,55.49,44.05
16q,0,0,72.82,0
17q,64.57,0,34.19,64.57
18q,0,0,99.99,0
19q,1.24,0,0,0
20q,72.22,0,0,0
21q,0,0,100,0
22q,0,0,100,0
Yq,0,0,0,0
Xq,0,0,100,0
1p,0,0,0,9.44
2p,0,0,4.49,22.61
3p,0,0,0,4.78
4p,0,0,0,0
5p,0,0,0,6.76
6p,0,0,0,14.4
7p,0,0,0,0
8p,0,0,0,0
9p,2.56,0,0,0
10p,0,0,0,13.76
11p,0,0,0,19.4
12p,41.22,0,0,0
16p,0,0,0,13.51
17p,0,0,0,12.77
18p,0,0,0,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,99.93,0,0,0
Xp,13.18,0,0,0
1q,0,0,0,3.76
2q,0,0,0,10.75
3q,0,0,0,2.8
4q,0,0,0,0
5q,0,0,0,0
6q,0,0,0.88,12.32
7q,0,0,0,6.64
8q,0,0,0,0
9q,0,0,0,0
10q,0,0,0,0
11q,0,0,0.96,7.73
12q,15.53,0,0,0
13q,0,0,0,2.99
14q,0,0,0.64,0
15q,0,0,0,3.55
16q,0,0,0,6.38
17q,0,0,0,22.34
18q,3.57,0,0,0
19q,0,0,0,14.72
20q,0,0,0,0
21q,1.44,0,1.35,0
22q,0,0,0.87,8.7
Yq,100,0,0,0
Xq,0.52,0,0,0
1p,0,0,0,2.63
2p,0,0,6.29,3.21
3p,0.38,0,1.7,5.41
4p,0,0,0,0
5p,99.94,0,0,0
6p,14.62,0,9.74,0
7p,0,0,0,0
8p,99.66,0,0,0
9p,29.61,0,0,0
10p,0,0,0.88,0
11p,0,0,0.59,5.16
12p,0,0,0,0
16p,5.01,0,4.75,4.08
17p,0,0,76.82,0
18p,0,0,0,0
19p,0,0,0,0
20p,2.41,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,4.69
1q,0,0,0,0
2q,0,0,2.76,0
3q,0,0,0,0
4q,0.28,0,0,0
5q,100,0,0,0
6q,0.55,0,45.38,0
7q,0,0,0,0
8q,100,0,0,0
9q,99.98,0,0,0
10q,0,0,0,0
11q,3.15,0,66.58,0
12q,0,0,0,0
13q,0,0,0.62,0
14q,0,0,17.86,0
15q,32.35,0,1.45,0
16q,1.65,0,0.76,0
17q,0,0,5.93,0
18q,0.54,0,0,0
19q,10.09,0,0,0
20q,0,0,0,0
21q,0,0,2.23,0
22q,92.87,0,0,82.36
Yq,0,0,0,0
Xq,0,0,0,15.48
1p,8.22,0,0,0
2p,81.67,0,0,0
3p,0,0,0,100
4p,100,0,0,0
5p,27.88,0,0,0
6p,12.61,0,0.56,5.59
7p,1.46,0,0,0
8p,51.57,0,0,82.73
9p,71.85,0,0,24.74
10p,22.05,0,61.84,0
11p,3.54,0,0,0
12p,3.12,0,0,0
16p,86.84,0,0,9.97
17p,99.89,0,0,47.34
18p,100,0,0,0
19p,23.62,0,0,0
20p,100,0,0,0
21p,0,0,85.12,0
Yp,0,0,0,0
Xp,100,0,0,0
1q,97.6,0,0,0
2q,33.67,0,0.32,0
3q,38.31,0,0,0
4q,99.92,0,0,0
5q,16.8,0,0,77.01
6q,71.55,0,0,84.04
7q,22.63,0,4.39,75.68
8q,0,0,0,0
9q,99.65,0,0,96.12
10q,99.99,0,0,0
11q,50.8,0,0,0
12q,100,0,0,0
13q,80.43,0,0,74.2
14q,82.88,0,0,0
15q,73.17,0,0,23.12
16q,100,0,0,6.25
17q,99.68,0,0,4.76
18q,98.48,0,0,0
19q,99.97,0,0,0
20q,84.82,0,0,0
21q,0,0,1.53,0
22q,100,0,0,0
Yq,0,0,0,0
Xq,99.69,0,0,0
1p,0,0,0.73,0
2p,100,0,0,0
3p,0,0,0,100
4p,5.1,0,0,0
5p,99.94,0,0,0
6p,38.68,0,21.65,27.04
7p,3.33,0,0,0
8p,60.14,0,0,99.57
9p,76.84,0,23.14,82.95
10p,0,0,0,0
11p,7.17,0,0.82,0
12p,0,0,0,0
16p,1.01,0,17.8,0
17p,99.77,0,0,47.23
18p,100,0,0,0
19p,81.22,0,16.59,0
20p,100,0,0,0
21p,0,0,0,0
Yp,99.57,0,0,0
Xp,8.1,0,0,0
1q,100,0,0,0
2q,74.59,0,1.52,73.99
3q,68.49,0,0,0
4q,3.06,0,0,0
5q,50.84,0,0.7,47.89
6q,72.27,0,0,91.22
7q,67.47,0,0,38.68
8q,100,0,0,100
9q,99.69,0,0,96.12
10q,6.73,0,1.75,0
11q,100,0,0,0
12q,32.4,0,1.75,0
