File	CN State	Type	Chromosome	Cytoband Start	Size (kbp)	Marker Count	Gene Count	Genes	OMIM ® Genes Count	OMIM ® Genes	CytoRegions	Call	Segment Interpretation	Curation By	Materially Modified Segment	Microarray Nomenclature	Full Location
H19001711.OSCHP	4.0	Gain	9	q31.1	489.279	34	0		0		Cytoregions Not Set				false	arr[hg19] 9q31.1(106,270,797-106,760,076)x4	chr9:106270797-106760076
H19001711.OSCHP	4.0	Gain	9	q31.1	21054.12	1474	183	OR13F1, OR13C4, OR13C3, OR13C8, OR13C5, OR13C2, OR13C9, OR13D1, NIPSNAP3A, NIPSNAP3B, ABCA1, SLC44A1, FSD1L, FKTN, TAL2, TMEM38B, MIR8081, LINC01505, ZNF462, LOC340512, RAD23B, LINC01509, KLF4, ACTL7B, ACTL7A, ELP1, FAM206A, CTNNAL1, TMEM245, MIR32, FRRS1L, EPB41L4B, PTPN3, MIR3927, PALM2, PALM2-AKAP2, AKAP2, C9orf152, TXN, TXNDC8, SVEP1, MUSK, LPAR1, MIR7702, OR2K2, KIAA0368, ZNF483, PTGR1, LRRC37A5P, DNAJC25, DNAJC25-GNG10, GNG10, C9orf84, UGCG, MIR4668, SUSD1, PTBP3, HSDL2, C9orf147, KIAA1958, INIP, SNX30, SLC46A2, ZNF883, ZFP37, FAM225B, FAM225A, SLC31A2, FKBP15, SLC31A1, CDC26, PRPF4, RNF183, WDR31, BSPRY, HDHD3, ALAD, POLE3, C9orf43, RGS3, ZNF618, AMBP, KIF12, COL27A1, MIR455, ORM1, ORM2, AKNA, WHRN, ATP6V1G1, TMEM268, TEX48, TNFSF15, TNFSF8, TNC, LOC101928748, DEC1, LOC101928775, LINC00474, PAPPA, PAPPA-AS1, ASTN2, ASTN2-AS1, TRIM32, SNORA70C, LOC101928797, TLR4, BRINP1, LINC01613, MIR147A, CDK5RAP2, MEGF9, FBXW2, LOC100288842, PSMD5, PSMD5-AS1, PHF19, TRAF1, C5, CNTRL, RAB14, GSN, GSN-AS1, STOM, GGTA1P, DAB2IP, TTLL11, MIR4478, NDUFA8, MORN5, LHX6, RBM18, MRRF, PTGS1, OR1J1, OR1J2, OR1J4, OR1N1, OR1N2, OR1L8, OR1Q1, OR1B1, OR1L1, OR1L3, OR1L4, OR1L6, OR5C1, OR1K1, PDCL, RC3H2, SNORD90, ZBTB6, ZBTB26, RABGAP1, GPR21, MIR600HG, MIR600, STRBP, CRB2, DENND1A, MIR601, MIR7150, LOC100505588, LHX2, NEK6, PSMB7, LOC100129034, NR5A1, NR6A1, MIR181A2HG, MIR181A2, MIR181B2, OLFML2A, WDR38, RPL35, ARPC5L, GOLGA1, SCAI, PPP6C, LOC105376271, RABEPK, HSPA5, GAPVD1	98	NIPSNAP3A (608871), NIPSNAP3B (608872), ABCA1 (600046), SLC44A1 (606105), FSD1L (609829), FKTN (607440), TAL2 (186855), TMEM38B (611236), ZNF462 (617371), RAD23B (600062), KLF4 (602253), ACTL7B (604304), ACTL7A (604303), ELP1 (603722), CTNNAL1 (604785), MIR32 (609355), FRRS1L (604574), EPB41L4B (610340), PTPN3 (176877), AKAP2 (604582), TXN (187700), SVEP1 (611691), MUSK (601296), LPAR1 (602282), KIAA0368 (616694), PTGR1 (601274), GNG10 (604389), UGCG (602874), PTBP3 (607527), KIAA1958 (617390), INIP (613273), SLC46A2 (608956), ZFP37 (602951), SLC31A2 (603088), FKBP15 (617398), SLC31A1 (603085), CDC26 (614533), PRPF4 (607795), ALAD (125270), POLE3 (607267), RGS3 (602189), ZNF618 (617077), AMBP (176870), KIF12 (611278), COL27A1 (608461), ORM1 (138600), ORM2 (138610), AKNA (605729), WHRN (607928), ATP6V1G1 (607296), TNFSF15 (604052), TNFSF8 (603875), TNC (187380), DEC1 (604767), PAPPA (176385), PAPPA-AS1 (610689), ASTN2 (612856), TRIM32 (602290), TLR4 (603030), BRINP1 (602865), CDK5RAP2 (608201), MEGF9 (604268), FBXW2 (609071), PSMD5 (604452), PHF19 (609740), TRAF1 (601711), C5 (120900), CNTRL (605496), RAB14 (612673), GSN (137350), STOM (133090), GGTA1P (104175), DAB2IP (609205), NDUFA8 (603359), LHX6 (608215), MRRF (604602), PTGS1 (176805), PDCL (604421), RC3H2 (615231), ZBTB6 (605976), RABGAP1 (615882), GPR21 (601909), STRBP (611138), CRB2 (609720), DENND1A (613633), LHX2 (603759), NEK6 (604884), PSMB7 (604030), NR5A1 (184757), NR6A1 (602778), MIR181A2 (612743), MIR181B2 (612745), OLFML2A (615899), GOLGA1 (602502), PPP6C (612725), RABEPK (605962), HSPA5 (138120), GAPVD1 (611714)	Cytoregions Not Set				false	arr[hg19] 9q31.1q33.3(107,077,399-128,131,519)x4	chr9:107077399-128131519
H19001711.OSCHP	4.0	Gain	9	q33.3	12533.289	1022	306	PBX3, LOC101929116, MVB12B, NRON, LMX1B, ZBTB43, ZBTB34, RALGPS1, ANGPTL2, GARNL3, SLC2A8, ZNF79, RPL12, SNORA65, LRSAM1, FAM129B, STXBP1, MIR3911, CFAP157, PTRH1, TTC16, TOR2A, SH2D3C, MIR3960, MIR2861, CDK9, FPGS, ENG, LOC102723566, AK1, MIR4672, ST6GALNAC6, ST6GALNAC4, PIP5KL1, DPM2, FAM102A, NAIF1, SLC25A25, SLC25A25-AS1, PTGES2, PTGES2-AS1, LCN2, C9orf16, CIZ1, DNM1, MIR199B, MIR3154, GOLGA2, SWI5, TRUB2, COQ4, SLC27A4, MIR1268A, URM1, MIR219A2, MIR219B, CERCAM, ODF2, GLE1, SPTAN1, WDR34, SET, PKN3, ZDHHC12, LOC100506100, ZER1, TBC1D13, ENDOG, SPOUT1, KYAT1, LRRC8A, PHYHD1, DOLK, NUP188, SH3GLB2, MIGA2, DOLPP1, CRAT, PTPA, IER5L, LOC101929331, C9orf106, LINC01503, LINC00963, NTMT1, C9orf50, ASB6, PRRX2, PRRX2-AS1, PTGES, TOR1B, TOR1A, C9orf78, USP20, MIR6855, FNBP1, GPR107, LOC401554, NCS1, HMCN2, ASS1, LOC100272217, FUBP3, MIR6856, PRDM12, EXOSC2, ABL1, QRFP, FIBCD1, LAMC3, AIF1L, NUP214, FAM78A, PLPP7, PRRC2B, SNORD62A, SNORD62B, POMT1, UCK1, RAPGEF1, MED27, NTNG2, SETX, TTF1, CFAP77, BARHL1, DDX31, GTF3C4, AK8, SPACA9, TSC1, GFI1B, MIR548AW, SNORD141B, SNORD141A, LOC105376306, GTF3C5, MIR6877, CEL, CELP, RALGDS, GBGT1, OBP2B, ABO, SURF6, MED22, RPL7A, SNORD24, SNORD36B, SNORD36A, SNORD36C, SURF1, SURF2, SURF4, STKLD1, REXO4, ADAMTS13, CACFD1, SLC2A6, MYMK, ADAMTSL2, FAM163B, DBH, DBH-AS1, SARDH, VAV2, LINC00094, BRD3, LOC100130548, WDR5, RNU6ATAC, LINC02247, RXRA, MIR4669, COL5A1, COL5A1-AS1, LOC101448202, MIR3689A, MIR3689C, MIR3689D1, MIR3689B, MIR3689D2, MIR3689E, MIR3689F, FCN2, FCN1, OLFM1, LOC401557, C9orf62, PPP1R26-AS1, PPP1R26, C9orf116, MRPS2, LOC101928525, LCN1, OBP2A, PAEP, LINC01502, GLT6D1, LCN9, SOHLH1, KCNT1, CAMSAP1, UBAC1, NACC2, TMEM250, LHX3, QSOX2, DKFZP434A062, GPSM1, DNLZ, CARD9, SNAPC4, SDCCAG3, PMPCA, INPP5E, SEC16A, C9orf163, NOTCH1, MIR4673, MIR4674, NALT1, LINC01451, HSPC324, EGFL7, MIR126, AGPAT2, FAM69B, SNHG7, SNORA17B, SNORA17A, LCN10, LCN6, LOC100128593, MIR6722, LCN8, LCN15, TMEM141, CCDC183, CCDC183-AS1, RABL6, MIR4292, C9orf172, PHPT1, MAMDC4, EDF1, TRAF2, MIR4479, FBXW5, C8G, LCN12, PRR31, PTGDS, LCNL1, PAXX, CLIC3, ABCA2, C9orf139, FUT7, NPDC1, ENTPD2, SAPCD2, UAP1L1, MAN1B1-AS1, MAN1B1, DPP7, GRIN1, LRRC26, MIR3621, TMEM210, ANAPC2, SSNA1, TPRN, TMEM203, NDOR1, RNF208, CYSRT1, RNF224, SLC34A3, TUBB4B, FAM166A, STPG3-AS1, STPG3, NELFB, TOR4A, NRARP, EXD3, NOXA1, ENTPD8, NSMF, MIR7114, PNPLA7, MRPL41, DPH7, ZMYND19, ARRDC1, ARRDC1-AS1, EHMT1, EHMT1-IT1, LOC651337, MIR602, LOC100133077, CACNA1B, LOC105376331, LOC101928786, TUBBP5	181	PBX3 (176312), NRON (609618), LMX1B (602575), ZBTB34 (611692), RALGPS1 (614444), ANGPTL2 (605001), SLC2A8 (605245), ZNF79 (194552), RPL12 (180475), LRSAM1 (610933), FAM129B (614045), STXBP1 (602926), TOR2A (608052), SH2D3C (604722), MIR2861 (613405), CDK9 (603251), FPGS (136510), ENG (131195), AK1 (103000), ST6GALNAC6 (610135), ST6GALNAC4 (606378), PIP5KL1 (612865), DPM2 (603564), FAM102A (610891), NAIF1 (610673), SLC25A25 (608745), PTGES2 (608152), LCN2 (600181), CIZ1 (611420), DNM1 (602377), MIR199B (614791), GOLGA2 (602580), SWI5 (616528), TRUB2 (610727), COQ4 (612898), SLC27A4 (604194), URM1 (612693), CERCAM (616626), ODF2 (602015), GLE1 (603371), SPTAN1 (182810), WDR34 (613363), SET (600960), PKN3 (610714), TBC1D13 (616218), ENDOG (600440), KYAT1 (600547), LRRC8A (608360), DOLK (610746), NUP188 (615587), SH3GLB2 (609288), MIGA2 (616774), DOLPP1 (614516), CRAT (600184), PTPA (600756), NTMT1 (613560), ASB6 (615051), PRRX2 (604675), PTGES (605172), TOR1B (608050), TOR1A (605204), USP20 (615143), FNBP1 (606191), NCS1 (603315), ASS1 (603470), FUBP3 (603536), PRDM12 (616458), EXOSC2 (602238), ABL1 (189980), QRFP (609795), FIBCD1 (613357), LAMC3 (604349), NUP214 (114350), POMT1 (607423), UCK1 (609328), RAPGEF1 (600303), MED27 (605044), SETX (608465), TTF1 (600777), BARHL1 (605211), DDX31 (616533), GTF3C4 (604892), AK8 (615365), TSC1 (605284), GFI1B (604383), GTF3C5 (604890), CEL (114840), RALGDS (601619), GBGT1 (606074), OBP2B (604606), ABO (110300), SURF6 (185642), MED22 (185641), RPL7A (185640), SURF1 (185620), SURF2 (185630), SURF4 (185660), REXO4 (602930), ADAMTS13 (604134), CACFD1 (613104), SLC2A6 (606813), MYMK (615345), ADAMTSL2 (612277), DBH (609312), SARDH (604455), VAV2 (600428), BRD3 (601541), WDR5 (609012), RNU6ATAC (601429), RXRA (180245), COL5A1 (120215), FCN2 (601624), FCN1 (601252), OLFM1 (605366), PPP1R26 (614056), C9orf116 (614502), MRPS2 (611971), LCN1 (151675), OBP2A (164320), PAEP (173310), GLT6D1 (613699), LCN9 (612903), SOHLH1 (610224), KCNT1 (608167), CAMSAP1 (613774), UBAC1 (608129), NACC2 (615786), LHX3 (600577), QSOX2 (612860), GPSM1 (609491), CARD9 (607212), SNAPC4 (602777), PMPCA (613036), INPP5E (613037), SEC16A (612854), NOTCH1 (190198), EGFL7 (608582), MIR126 (611767), AGPAT2 (603100), FAM69B (614543), LCN10 (612904), LCN6 (609379), LCN8 (612902), CCDC183 (615955), RABL6 (610615), PHPT1 (610167), MAMDC4 (617208), EDF1 (605107), TRAF2 (601895), FBXW5 (609072), C8G (120930), LCN12 (612905), PTGDS (176803), PAXX (616315), CLIC3 (606533), ABCA2 (600047), FUT7 (602030), NPDC1 (605798), ENTPD2 (602012), SAPCD2 (612057), MAN1B1 (604346), DPP7 (610537), GRIN1 (138249), LRRC26 (613505), ANAPC2 (606946), SSNA1 (610882), TPRN (613354), TMEM203 (616499), NDOR1 (606073), SLC34A3 (609826), TUBB4B (602660), NELFB (611180), NOXA1 (611255), ENTPD8 (616748), NSMF (608137), PNPLA7 (612122), MRPL41 (611846), DPH7 (613210), ZMYND19 (611424), EHMT1 (607001), CACNA1B (601012)	Cytoregions Not Set				false	arr[hg19] 9q33.3q34.3(128,521,472-141,054,761)x4	chr9:128521472-141054761
H19001711.OSCHP	4.0	Gain	12	p13.33	11716.844	1053	229	IQSEC3, LOC574538, SLC6A12, LOC101929384, SLC6A13, LOC102723544, KDM5A, CCDC77, B4GALNT3, NINJ2, LOC105369595, LOC100049716, WNK1, RAD52, ERC1, LINC00942, FBXL14, WNT5B, MIR3649, ADIPOR2, CACNA2D4, LRTM2, LINC00940, DCP1B, CACNA1C-IT2, CACNA1C, CACNA1C-AS4, CACNA1C-IT3, CACNA1C-AS2, CACNA1C-AS1, ITFG2-AS1, FKBP4, ITFG2, NRIP2, LOC100507424, FOXM1, RHNO1, TULP3, TEAD4, TSPAN9, LINC02417, PRMT8, THCAT155, CRACR2A, PARP11, CCND2-AS1, CCND2, TIGAR, FGF23, FGF6, C12orf4, RAD51AP1, DYRK4, AKAP3, NDUFA9, LOC101929549, GALNT8, KCNA6, KCNA1, KCNA5, LINC02443, NTF3, ANO2, VWF, SNORA120, CD9, PLEKHG6, TNFRSF1A, SCNN1A, LTBR, CD27-AS1, CD27, TAPBPL, VAMP1, MRPL51, NCAPD2, SCARNA10, GAPDH, IFFO1, NOP2, CHD4, SCARNA11, LPAR5, ACRBP, ING4, ZNF384, PIANP, COPS7A, MLF2, PTMS, LAG3, CD4, GPR162, P3H3, GNB3, CDCA3, USP5, TPI1, SPSB2, LOC105369632, RPL13P5, DSTNP2, LRRC23, ENO2, ATN1, C12orf57, PTPN6, MIR200CHG, MIR200C, MIR141, PHB2, SCARNA12, EMG1, LPCAT3, C1S, C1R, C1RL, C1RL-AS1, RBP5, CLSTN3, PEX5, ACSM4, CD163L1, CD163, APOBEC1, GDF3, DPPA3, CLEC4C, NANOGNB, NANOG, SLC2A14, SLC2A3, FOXJ2, C3AR1, NECAP1, CLEC4A, POU5F1P3, ZNF705A, FAM66C, FAM90A1, FAM86FP, LINC02449, LINC00937, CLEC6A, CLEC4D, CLEC4E, AICDA, MFAP5, RIMKLB, A2ML1, PHC1, M6PR, KLRG1, LINC00612, A2M-AS1, A2M, PZP, A2MP1, MIR1244-2, MIR1244-1, MIR1244-4, MIR1244-3, LINC00987, LOC642846, LINC02367, LOC101928030, LOC728715, DDX12P, KLRB1, LOC374443, CLEC2D, CLECL1, CD69, KLRF1, CLEC2B, KLRF2, CLEC2A, LINC02470, CLEC12A-AS1, CLEC12A, CLEC1B, CLEC12B, LOC102724020, CLEC9A, CLEC1A, CLEC7A, OLR1, TMEM52B, GABARAPL1, KLRD1, LOC101928100, KLRK1, KLRC4-KLRK1, KLRC4, KLRC3, KLRC2, KLRC1, LINC02446, KLRA1P, MAGOHB, STYK1, YBX3, LINC02366, TAS2R7, TAS2R8, TAS2R9, TAS2R10, PRR4, PRH1-PRR4, PRH1, TAS2R13, PRH2, PRH1-TAS2R14, TAS2R14, TAS2R50, TAS2R20, TAS2R19, TAS2R31, TAS2R46, TAS2R43, TAS2R30, SMIM10L1, TAS2R42, PRB3, PRB4, PRB1, PRB2, LINC01252, ETV6	161	IQSEC3 (612118), SLC6A12 (603080), SLC6A13 (615097), KDM5A (180202), B4GALNT3 (612220), NINJ2 (607297), WNK1 (605232), RAD52 (600392), ERC1 (607127), FBXL14 (609081), WNT5B (606361), ADIPOR2 (607946), CACNA2D4 (608171), DCP1B (609843), CACNA1C (114205), FKBP4 (600611), ITFG2 (617421), FOXM1 (602341), RHNO1 (614085), TULP3 (604730), TEAD4 (601714), TSPAN9 (613137), PRMT8 (610086), CRACR2A (614178), PARP11 (616706), CCND2 (123833), TIGAR (610775), FGF23 (605380), FGF6 (134921), C12orf4 (616082), RAD51AP1 (603070), DYRK4 (609181), AKAP3 (604689), NDUFA9 (603834), GALNT8 (606250), KCNA6 (176257), KCNA1 (176260), KCNA5 (176267), NTF3 (162660), ANO2 (610109), VWF (613160), CD9 (143030), PLEKHG6 (611743), TNFRSF1A (191190), SCNN1A (600228), LTBR (600979), CD27 (186711), TAPBPL (607081), VAMP1 (185880), MRPL51 (611855), NCAPD2 (615638), SCARNA10 (615639), GAPDH (138400), IFFO1 (610495), NOP2 (164031), CHD4 (603277), LPAR5 (606926), ACRBP (608352), ING4 (608524), ZNF384 (609951), PIANP (616065), COPS7A (616009), MLF2 (601401), PTMS (168440), LAG3 (153337), CD4 (186940), P3H3 (610342), GNB3 (139130), CDCA3 (607749), USP5 (601447), TPI1 (190450), SPSB2 (611658), ENO2 (131360), ATN1 (607462), C12orf57 (615140), PTPN6 (176883), MIR200C (612092), MIR141 (612093), PHB2 (610704), SCARNA12 (615642), EMG1 (611531), LPCAT3 (611950), C1S (120580), C1R (613785), C1RL (608974), RBP5 (611866), CLSTN3 (611324), PEX5 (600414), ACSM4 (614360), CD163L1 (606079), CD163 (605545), APOBEC1 (600130), GDF3 (606522), DPPA3 (608408), CLEC4C (606677), NANOG (607937), SLC2A14 (611039), SLC2A3 (138170), C3AR1 (605246), NECAP1 (611623), CLEC4A (605306), FAM90A1 (613041), CLEC6A (613579), CLEC4D (609964), CLEC4E (609962), AICDA (605257), MFAP5 (601103), RIMKLB (614054), A2ML1 (610627), PHC1 (602978), M6PR (154540), KLRG1 (604874), A2M (103950), PZP (176420), DDX12P (601151), KLRB1 (602890), CLEC2D (605659), CLECL1 (607467), CD69 (107273), KLRF1 (605029), CLEC2B (603242), CLEC2A (612087), CLEC12A (612088), CLEC1B (606783), CLEC12B (617573), CLEC9A (612252), CLEC1A (606782), CLEC7A (606264), OLR1 (602601), GABARAPL1 (607420), KLRD1 (602894), KLRK1 (611817), KLRC4 (602893), KLRC3 (602892), KLRC2 (602891), KLRC1 (161555), KLRA1P (604274), STYK1 (611433), YBX3 (603437), TAS2R7 (604793), TAS2R8 (604794), TAS2R9 (604795), TAS2R10 (604791), PRR4 (605359), PRH1 (168730), TAS2R13 (604792), PRH2 (168790), TAS2R14 (604790), TAS2R50 (609627), TAS2R20 (613962), TAS2R19 (613961), TAS2R31 (612669), TAS2R46 (612774), TAS2R43 (612668), TAS2R30 (613963), TAS2R42 (613966), PRB3 (168840), PRB4 (180990), PRB1 (180989), PRB2 (168810), ETV6 (600618)	Cytoregions Not Set				false	arr[hg19] 12p13.33p13.2(189,399-11,906,243)x4	chr12:189399-11906243
H19001711.OSCHP	4.0	Gain	12	p13.2	814.926	94	11	ETV6, BCL2L14, MIR1244-4, MIR1244-3, MIR1244-1, MIR1244-2, LRP6, MANSC1, LOH12CR2, BORCS5, DUSP16	5	ETV6 (600618), BCL2L14 (606126), LRP6 (603507), BORCS5 (616598), DUSP16 (607175)	Cytoregions Not Set				false	arr[hg19] 12p13.2(11,936,736-12,751,662)x4	chr12:11936736-12751662
H19001711.OSCHP	4.0	Gain	12	p13.1	8799.153	688	63	APOLD1, MIR613, DDX47, RPL13AP20, GPRC5A, MIR614, GPRC5D, HEBP1, LOC100506314, HTR7P1, FAM234B, MIR7641-2, GSG1, EMP1, LINC01559, GRIN2B, ATF7IP, PLBD1, PLBD1-AS1, GUCY2C, HIST4H4, H2AFJ, WBP11, C12orf60, SMCO3, ART4, MGP, ERP27, ARHGDIB, PDE6H, LINC01489, RERG, RERG-AS1, PTPRO, EPS8, STRAP, DERA, SLC15A5, MGST1, LMO3, SKP1P2, LINC02378, MIR3974, RERGL, PIK3C2G, PLCZ1, CAPZA3, PLEKHA5, AEBP2, LINC02398, LINC02468, PDE3A, SLCO1C1, SLCO1B3, SLCO1B7, SLCO1B1, SLCO1A2, IAPP, PYROXD1, RECQL, GOLT1B, SPX, GYS2	36	APOLD1 (612456), DDX47 (615428), GPRC5A (604138), GPRC5D (607437), HEBP1 (605826), EMP1 (602333), GRIN2B (138252), ATF7IP (613644), GUCY2C (601330), HIST4H4 (615069), ART4 (110600), MGP (154870), ERP27 (610642), ARHGDIB (602843), PDE6H (601190), RERG (612664), PTPRO (600579), EPS8 (600206), STRAP (605986), MGST1 (138330), LMO3 (180386), SKP1P2 (601435), PIK3C2G (609001), PLCZ1 (608075), CAPZA3 (608722), PLEKHA5 (607770), PDE3A (123805), SLCO1C1 (613389), SLCO1B3 (605495), SLCO1B1 (604843), SLCO1A2 (602883), IAPP (147940), PYROXD1 (617220), RECQL (600537), GOLT1B (615078), GYS2 (138571)	Cytoregions Not Set				false	arr[hg19] 12p13.1p12.1(12,900,511-21,699,664)x4	chr12:12900511-21699664
H19001711.OSCHP	4.0	Gain	12	q23.3	1206.097	80	21	WSCD2, CMKLR1, LINC01498, FICD, SART3, ISCU, TMEM119, SELPLG, MIR4496, CORO1C, SSH1, MIR619, DAO, SVOP, USP30, USP30-AS1, ALKBH2, UNG, ACACB, FOXN4, LINC01486	13	CMKLR1 (602351), SART3 (611684), ISCU (611911), SELPLG (600738), CORO1C (605269), SSH1 (606778), DAO (124050), SVOP (611699), USP30 (612492), ALKBH2 (610602), UNG (191525), ACACB (601557), FOXN4 (609429)	Cytoregions Not Set				false	arr[hg19] 12q23.3q24.11(108,618,629-109,824,726)x4	chr12:108618629-109824726
H19001711.OSCHP	4.0	Gain	14	q11.2	2592.547	299	72	OR4M1, OR4N2, OR4K3, OR4K2, OR4K5, OR4K1, OR4K15, OR4Q2, OR4K14, OR4K13, OR4L1, OR4K17, OR4N5, OR11G2, OR11H6, OR11H7, OR11H4, TTC5, CCNB1IP1, SNORA79B, SNORD126, RPPH1, PARP2, TEP1, KLHL33, OSGEP, APEX1, TMEM55B, PNP, RNASE10, RNASE9, RNASE11, LOC254028, RNASE12, OR6S1, ANG, RNASE4, EDDM3A, EDDM3B, RNASE6, RNASE1, RNASE3, ECRP, RNASE2, METTL17, LOC101929718, SLC39A2, NDRG2, MIR6717, TPPP2, RNASE13, RNASE7, RNASE8, ARHGEF40, ZNF219, TMEM253, OR5AU1, LINC00641, HNRNPC, RPGRIP1, SUPT16H, CHD8, SNORD9, SNORD8, RAB2B, TOX4, METTL3, SALL2, OR10G3, OR10G2, OR4E2, OR4E1	33	CCNB1IP1 (608249), RPPH1 (608513), PARP2 (607725), TEP1 (601686), OSGEP (610107), APEX1 (107748), PIP4P1 (609865), PNP (164050), RNASE9 (614014), ANG (105850), RNASE4 (601030), EDDM3A (611580), EDDM3B (611582), RNASE6 (601981), RNASE1 (180440), RNASE3 (131398), RNASE2 (131410), METTL17 (616091), SLC39A2 (612166), NDRG2 (605272), TPPP2 (616956), RNASE7 (612484), RNASE8 (612485), ARHGEF40 (610018), ZNF219 (605036), HNRNPC (164020), RPGRIP1 (605446), SUPT16H (605012), CHD8 (610528), RAB2B (607466), TOX4 (614032), METTL3 (612472), SALL2 (602219)	Cytoregions Not Set				false	arr[hg19] 14q11.2(20,219,082-22,811,629)x4	chr14:20219082-22811629
H19001711.OSCHP	4.0	Gain	14	q11.2	8718.974	612	77	DHRS4-AS1, DHRS4, DHRS4L2, DHRS4L1, CARMIL3, CPNE6, NRL, PCK2, DCAF11, FITM1, PSME1, EMC9, PSME2, MIR7703, RNF31, IRF9, REC8, IPO4, TM9SF1, TSSK4, CHMP4A, MDP1, NEDD8-MDP1, NEDD8, GMPR2, TINF2, TGM1, RABGGTA, DHRS1, NOP9, CIDEB, LTB4R2, LTB4R, ADCY4, RIPK3, NFATC4, NYNRIN, CBLN3, KHNYN, SDR39U1, LOC101927045, CMA1, CTSG, GZMH, GZMB, STXBP6, NOVA1, NOVA1-AS1, LINC02294, LINC02293, MIR4307HG, MIR4307, LINC00645, MIR3171, FOXG1-AS1, FOXG1, LINC01551, LINC02282, PRKD1, G2E3, SCFD1, COCH, LOC100506071, STRN3, MIR624, AP4S1, HECTD1, HEATR5A, LOC101927124, DTD2, GPR33, NUBPL, LINC02313, ARHGAP5-AS1, ARHGAP5, RNU6-2, AKAP6	47	DHRS4-AS1 (616925), DHRS4 (611596), DHRS4L2 (615196), DHRS4L1 (615195), CARMIL3 (614716), CPNE6 (605688), NRL (162080), PCK2 (614095), DCAF11 (613317), FITM1 (612028), PSME1 (600654), PSME2 (602161), RNF31 (612487), IRF9 (147574), REC8 (608193), TSSK4 (610711), CHMP4A (610051), NEDD8 (603171), GMPR2 (610781), TINF2 (604319), TGM1 (190195), RABGGTA (601905), DHRS1 (610410), CIDEB (604441), LTB4R2 (605773), LTB4R (601531), ADCY4 (600292), RIPK3 (605817), NFATC4 (602699), CBLN3 (612978), SDR39U1 (616162), CMA1 (118938), CTSG (116830), GZMH (116831), GZMB (123910), STXBP6 (607958), NOVA1 (602157), FOXG1 (164874), PRKD1 (605435), G2E3 (611299), COCH (603196), STRN3 (614766), AP4S1 (607243), GPR33 (610118), NUBPL (613621), ARHGAP5 (602680), AKAP6 (604691)	Cytoregions Not Set				false	arr[hg19] 14q11.2q12(24,319,634-33,038,608)x4	chr14:24319634-33038608
H19001711.OSCHP	4.0	Gain	14	q13.1	1045.213	71	14	BAZ1A, IGBP1P1, SRP54, FAM177A1, LOC101927178, PPP2R3C, KIAA0391, PSMA6, NFKBIA, INSM2, RALGAPA1, RALGAPA1P1, SNORA101B, BRMS1L	8	BAZ1A (605680), SRP54 (604857), PPP2R3C (615902), KIAA0391 (609947), PSMA6 (602855), NFKBIA (164008), INSM2 (614027), RALGAPA1 (608884)	Cytoregions Not Set				false	arr[hg19] 14q13.1q13.2(35,252,096-36,297,309)x4	chr14:35252096-36297309
H19001711.OSCHP	4.0	Gain	14	q13.2	425.148	37	4	LINC00609, PTCSC3, MBIP, SFTA3	2	PTCSC3 (614821), MBIP (609431)	Cytoregions Not Set				false	arr[hg19] 14q13.2q13.3(36,520,774-36,945,922)x4	chr14:36520774-36945922
H19001711.OSCHP	4.0	Gain	14	q13.3	4213.78	269	21	NKX2-8, PAX9, SLC25A21, MIR4503, SLC25A21-AS1, MIPOL1, FOXA1, TTC6, LINC00517, SSTR1, CLEC14A, LINC00639, LOC105370457, SEC23A, SEC23A-AS1, GEMIN2, TRAPPC6B, PNN, MIA2, LOC100288846, FBXO33	13	NKX2-8 (603245), PAX9 (167416), SLC25A21 (607571), MIPOL1 (606850), FOXA1 (602294), SSTR1 (182451), CLEC14A (616845), SEC23A (610511), GEMIN2 (602595), TRAPPC6B (610397), PNN (603154), MIA2 (602132), FBXO33 (609103)	Cytoregions Not Set				false	arr[hg19] 14q13.3q21.1(37,001,925-41,215,705)x4	chr14:37001925-41215705
H19001711.OSCHP	4.0	Gain	14	q21.1	4827.528	326	15	LINC02315, LRFN5, FSCB, LOC105370473, LINC02302, C14orf28, LOC101927418, KLHL28, TOGARAM1, PRPF39, SNORD127, FKBP3, FANCM, MIS18BP1, LINC02303	5	LRFN5 (612811), FSCB (611779), PRPF39 (614907), FKBP3 (186947), FANCM (609644)	Cytoregions Not Set				false	arr[hg19] 14q21.1q21.2(41,523,461-46,350,989)x4	chr14:41523461-46350989
H19001711.OSCHP	4.0	Gain	14	q21.2	1480.744	99	3	LINC00871, RPL10L, MDGA2	1	MDGA2 (611128)	Cytoregions Not Set				false	arr[hg19] 14q21.2q21.3(46,746,779-48,227,523)x4	chr14:46746779-48227523
H19001711.OSCHP	4.0	Gain	14	q22.1	2712.612	182	23	TRIM9, TMX1, LINC00519, LINC00640, LINC02310, FRMD6-AS2, FRMD6, FRMD6-AS1, GNG2, LOC102723604, C14orf166, NID2, PTGDR, PTGER2, TXNDC16, GPR137C, ERO1A, PSMC6, STYX, GNPNAT1, FERMT2, DDHD1, LOC101927620	15	TRIM9 (606555), TMX1 (610527), FRMD6 (614555), GNG2 (606981), C14orf166 (610858), NID2 (605399), PTGDR (604687), PTGER2 (176804), TXNDC16 (616179), ERO1A (615435), PSMC6 (602708), STYX (615814), GNPNAT1 (616510), FERMT2 (607746), DDHD1 (614603)	Cytoregions Not Set				false	arr[hg19] 14q22.1q22.2(51,532,565-54,245,177)x4	chr14:51532565-54245177
